partners,matched_owners,owners_confidence,cik_no_partners,form_d_partners_id,crd_no_owners,form_adv_owners_id
Simon Ma,Simonian Simon,0.5572839046714323,1205059,779,154475,7597
Bal Bhullar,Bhasin Rahul,0.9878849467302324,1346022,258,162157,10906
Cristopher Grunewald,Brunger Christopher A,0.9313241899296976,1388486,574,170523,41543
Cai Yongjun,Li Yongjun,0.4138508342403559,1111817,1210,286159,17411
Fred Zeidman,Friedman Avram Zev,0.8805246852534064,1309082,509,155680,8204
Carl Schramm,Schramm Stephen Carl,0.7144293496954742,1040792,224,112139,4362
Hal Kravitz,Kravitz Daniel,0.8713126695645264,1341766,257,147271,11678
Edgar Choueiri,Choueiri Mario,0.8795205553119305,1286181,400,299309,48221
Chester Sievert Jr,Singer Steven,0.9731765859504737,727672,676,305127,50860
Chia Wu,Chin Cheng Wu,0.7400993167252741,1088312,617,293352,29738
Joesph Baird,Baird Michelle Bartoe,0.9504748800463944,711034,440,139713,7431
Alwewine,Alwi Aps,0.9534898091564806,1357671,1300,321060,59947
Ichiro Takesako,Sasaki Takeshi,0.8724737776810157,1074828,712,324136,61739
James Miller,Miller James,0.5297067820097631,8504,702,203512,12139
R Zobrist,,1.0,740726,696,316652,57985
Angela Mckillen,Mckillen Angela Marie,0.4762110658915863,1030815,146,110687,4873
Clancy Cottman,Littman Nancy Sue,0.9392204452846582,845819,511,105929,9711
Christina Hanger,Tan Christina,0.8490890429058404,921313,522,162283,14260
Todd Combs,Coombs Brian C,0.9324237750402462,79958,683,281132,42429
William Troy,Tonn Troy William,0.6885999691566155,1272848,1245,128698,39456
Melvin Williams,Williams Melvin Frank,0.6419960135388068,1084226,786,313634,56295
Michael Ahlin,Ahearn Michael J,0.821792883583988,1416090,485,162715,13878
William Reeves,Reeves William C,0.46282152370592805,1547971,1167,288298,17112
John Steel,Johnson Steven John,0.760836174224282,1425919,351,310451,54177
Trend Discovery Gp I,Trend Discovery Holdings,0.7798620845221336,1550970,1171,170082,36971
Geosphere Gp,Mosphere,0.8548090370345226,1415618,1341,163678,15975
Jeffrey Hebel,Hebel Jeffrey Scott,0.6410959915013545,1509222,1110,271033,12974
Jeff Brainard,Brainard Jeffrey Alton,0.8644577177960866,1316644,1298,298396,47767
Masateru Higashida,Hishida Hiroshi David,0.9933333675375909,1527613,280,158839,40075
Judith Segall,Morgan Judith,0.887408350054098,1572552,594,117837,38558
Stan Shaul,Shaul Shai,0.7688199496362826,1599117,296,162539,1392
Henry Esber,Esber Edward,0.9254925572731625,1473579,427,162815,10433
A Cary Jr,Robert A Roy Jr,0.9661749950623125,33213,829,117104,42442
John Atherly,Hatherly John Anthony,0.881182517057547,1131633,1215,173227,1857
Gerald Benstock,Weinstock Ronald H,0.9587831081848449,95574,709,171289,7749
Daotian Fu,Xu Miaotian,0.9893578918564598,1445789,807,313685,60538
Dennis Strigl,Hannigan Dennis Patrick,0.8815798159819392,31235,439,105434,8293
Judy Marlinski,Marlinski Judy,0.40243152696793133,1559070,1193,111208,579
Thomas Gifford,Fee Thomas Gifford,0.4937662269753408,1084031,461,152667,3472
Mark Goldberg,Goldberg Gary Mark,0.5953693304279267,1269515,751,110784,15891
Bruce Beda,Beal Bruce A,0.7122992887296219,720672,121,156543,13511
Sandra Mcree,Mcree Melinda Haire,0.9130628546465724,1377149,573,297634,47183
Arvind Sanger,Sanger Arvind Singh,0.5643460822640611,1415395,1340,160088,12367
Lance Leonard,Harrison Lawrence Leonard,0.7413596646842049,1134765,624,111039,4860
Richard Harmon,Armon Richard Kent,0.8042997640485045,1565700,669,158529,42958
Al Kraus,Kraus Dan,0.8105556739494083,1175151,188,304344,50266
Peter Rettaliata,Peter Natalie,0.8193859866300441,1009891,216,154750,9171
Dennis Lepon,Lee Dennis,0.8809126877621356,1371128,409,148036,31551
Robert Monster,Mosteller Robert W,0.7556130110388903,1065598,189,163646,751
Robert Schultz,Schultz Robert,0.5045745329796145,1466026,810,301961,49977
Humphry Leue,Humphrey Laura Lee,0.8621023679196955,1428452,1353,159973,8735
Lloyd Blankfein,Lloyd Keith Allan,0.9431974256419426,886982,100,110985,5607
Earl Kornbrekke,,1.0,1599117,296,316652,57985
Michael Ohalleran,Reinardy Michael Ohara,0.7668196833547882,1566035,1208,139256,8027
Jan Lindgren,Henningsen Kristin Lindgren,0.8392364513328808,1395791,1321,311296,54513
William Ogle,Ogden William Sterling,0.9126515946091148,1399587,211,163066,12721
Wayne Snyder,Snyder Curtis Wayne,0.6969585510093184,1355900,797,152069,5972
Joseph Sutton,Patton Joseph F,0.815122988262156,1513965,306,144364,1325
Gregory Schifrin,Gregory Scott,0.8169328689292064,1421601,770,310573,55511
Ronan Daly,Daly Diana A,0.8816925872868434,1552909,1176,10641,7259
Robert Switz,Swigert Robert Elbert,0.817912624208238,1370880,799,308769,54828
Keith Moore,Moore Keith Charles,0.7068331316500038,1409014,414,182513,38912
Ghassan Jabbour,Jabbour Marwan,0.9449347883822861,1403570,623,132236,31625
Tom Kordyback,,1.0,1205059,779,316652,57985
Enterprise Center Of Johnson County,Brenner Enterprises,0.9563922863667259,1383457,800,154169,13234
Robert Manilla,Manilla Robert,0.5248409344887238,1580677,94,166616,8385
Benjamin Chan,Chandler Benjamin Chase,0.636327513506665,904350,707,297830,47253
Simon Westbrook,Westbrook David,0.752041370465817,1662684,148,289977,28994
Robert Kammer,Kammerer Robert Matthew,0.7044395757167935,1360214,260,167369,36088
Richard Jankus,Barkus Paul Richard,0.9039945383884982,1095373,221,301374,49678
David Robinson,Robinson David Paul,0.613614990238291,1428064,803,112168,43140
Kalo Capital Management, Capital Management,0.4723290776079733,1513907,1132,297299,46882
Suren Ajjarapu,,1.0000000000000002,1382574,263,316652,57985
Tassos Recachinas,Recachinas Tassos Demetrios,0.6292999680949471,1454742,658,170391,42108
Kevin Freeman,Freeman Kevin David,0.6525403782285956,1133416,327,141693,40229
Henry Toh,Cohen Henry,0.8154078315870307,849145,700,296461,29918
Arthur Laffer,Laffer Arthur Betz,0.5971084613066984,728447,677,108068,9454
Ryan Mack,Thacker Ryan,0.782631837310659,1403085,345,171143,37278
James Pieron,Homer James Pierson,0.7034195837746637,79958,683,298013,47149
Philip Forte,Stern Philip J,0.8202042389848971,352998,540,43520,41620
Sankaram Mantripragada,,1.0,1509261,360,316652,57985
Peter Mattoon,Mattoon Peter Henley,0.7676633472430894,1345875,1286,122258,10851
Kenneth Hooten,Hood Kenneth,0.7892789268716057,95574,709,304073,49744
Adam Le Mesurier,Le Mesurier Adam Alexander,0.7136730217925835,1419747,1345,288064,17060
Noopur Liffick,,1.0,1509261,277,316652,57985
Timothy Larkin,Parkinson Timothy Paul,0.7897721919486641,1128725,326,113074,14454
George Clancy,Clancy George Patrick,0.6486577494899944,104819,811,110995,6239
Brian Wismann,Gahsman Brian,0.9171891338100767,1414496,802,128518,34516
Barry Honig,Barry Holdings,0.8855934451407361,1076682,238,319140,60161
Jay Kraemer,Kramer Kay Ellen,0.9165217604617011,1269515,751,169962,9998
Forester Performance,Cove  Rector Performance,0.8471301278683357,1429725,1355,282709,10431
Thomas George,George Thomas,0.45976576938203706,1516551,278,317242,58091
Glenda Thomas,Glenn Thomas John,0.771342723420856,1162324,625,315731,57830
James Wert,Wert James William,0.6709230444581907,1321086,1265,119467,1465
Pl Capital,Capital Plains,0.6234718834763975,1304586,1262,307085,52027
Kelvin Claney,Melvin Janine Clare,0.7715738140891979,1076522,237,119167,8228
David Tobias,Tobin David Morris,0.7915239974091173,1360442,481,172432,36008
Mitchell Creem,Mitchell Michael E,0.8479516441321102,1083446,192,288076,17223
Patrick Conway,Conway Patrick Anthony,0.6349501180648948,1086688,1204,117177,31569
Stewart Leonard Jr,Stewart Robert Leon,0.8093787543338491,791770,448,141018,30982
Keith Carney,Mahan Keith Casey,0.8426345914001799,3570,541,311404,54554
Gerard Mcgraw,Mcgraw Gerard John,0.5516220485061982,315066,125,168741,11998
Johnnie Johnson,Johnson Daniel John,0.5032130181491186,102198,739,291072,45648
Massimo Decarli,Devellis Massimo,0.882733441332603,1378866,207,168096,23
William Glass,Rose William Glisson,0.7310608253878844,1471781,532,152538,746
Francisco Roca Iii,Vaca Francisco Javier,0.930758695910113,1374536,205,299372,48284
Michael Borger,Wargel Michael,0.7730397134220004,20199,438,314900,56449
Katonah Capital Partners Management,Valeas Capital Partners Management,0.6458864206270508,1673704,104,317369,59419
Viraj Patel,Patel Viraj,0.7114111453109548,890821,166,170089,42928
Frederick Staudmyer,Beyer Frederick P,0.9140012613404235,1098146,241,170191,32113
Bryce Sutton,Sutton Bryce Jay,0.5232215599890084,1697953,126,157091,560
Spencer Abraham,Spence Abraham J,0.41555958626176387,1334933,341,292416,46182
Liudmilla Voinarovska,Lieskovska Elena,0.9814629935939442,1230524,444,148949,5777
Kirsten Doerfert,,1.0,1446159,1301,316652,57985
Jonathan Segal,Segal Jonathan Michael,0.6461299292022835,18172,760,134776,10940
Mitchell Kaye,Kaye Mitchell D,0.4469134981797304,1261734,332,156149,8384
Steve Saleen,Salter Steven Lee,0.7087278497219178,1528098,667,290770,29249
Enrique Marchese,Morris Jesse Enrique,0.7740039593888645,1550053,503,169939,12148
Michael Wong,Wong Michael Gin Wing,0.7073449230478909,1403570,623,162337,3241
Anthony Packer,Zackery Anthony Ray,0.7737088172804617,1538217,283,128990,902
Michael Dalmada Remedios,Hall Michael Reed,0.9695665945386143,1566826,374,150693,40856
Thomas Lilly,Lilly James Thomas,0.6522446234902474,99771,684,304991,50605
Ronnie Steinocher,Poche Stephanie Ann,0.8886704879108439,1410012,483,306097,51910
Adam Radosti,Radosti Adam Stephen,0.6787830137825186,1409517,1335,156400,10631
Warren Hosseinion,Weiss Warren M,0.9590334634147044,1083446,192,290174,28932
John Mauldin,Mauldin John Francis,0.7436127829556671,1133416,327,114323,16681
Chet White,White Whitney James,0.8116771537509461,357108,547,309455,56296
Heidi Carl,Pearlson Heidi Carter,0.744959894581162,1515740,234,156665,12916
Dov Shiff,Tov ,0.9857914973113122,1598981,508,161213,13404
Philip Storm,Stern Philip J,0.7764545314025856,1352010,711,43520,41620
Edward Cowle,Crowle David Edward,0.7618746872086068,1574186,506,157155,15057
Jorge Andrade,Andrade Annette Marie,0.8888544688598493,1443863,581,163928,34410
William Pickett Iii,Hackett William Patrick,0.8891955872130848,1325964,568,293824,46370
Vicki Barone,West Vicki J,0.9540704059262777,1389870,642,170125,2031
William George,Hart William George,0.5051719763426943,886982,100,106923,13833
Shanta Puchtler,Puchtler Shanta Armstrong,0.7150553731064169,1398505,1323,299918,48820
Blue Mountain Credit Gp,Blue Mountain Trust Dated ,0.8133250253087313,1547901,1166,161004,7422
Robert Waldo,Warther Robert Wayne,0.8320786624393828,1502287,1103,125145,23530
John Nolan,Nolan John Kevin,0.7605686942467501,1090908,323,307765,52974
Sam Humphreys,Seessel Adam Humphreys,0.7240309491696327,1350773,638,137083,17961
Michael Oliver,Hinds Michael Oliver,0.6000722141469172,727672,676,323580,61647
Brian Block,Boorstein Brian Block,0.6952651179898243,1568832,592,319140,60161
Thom Kozik,Marchozzi Thomas,0.9513325424415687,1161582,152,155652,30521
Mgp Advisers Lp,Mcm Advisers Lp,0.9263518140204899,1035570,831,153710,5835
Gerard Oreilly,Oreilly John,0.8882069652253343,1517333,1138,151130,41263
Scott Welch,Welch Scott David,0.6764186210121205,1087934,615,129505,10924
Peter Akerley,Parker Peter,0.9547457742652474,1398972,1324,283710,4053
Varun Soni,Solan Varun,0.7355370141153553,1462223,426,306284,51650
Guy Yachin,Guy Richard,0.9750835835540443,1452804,193,321137,59969
Markus Sieger,Hens Markus,0.9005075991650244,922247,604,157485,5269
Patrick Sheller,Shinn Patrick F,0.8301585915055337,31235,439,144125,3147
Robert Potts,Roberts Robert G,0.8006370133375441,1422109,419,316731,58031
Prashanth Prakash,Prakash Anand,0.6547579797348188,1613570,710,160845,16030
Edward Antoian,Antoian Edward Nishan,0.6448737698597741,1517233,1136,146607,13717
Ryan Patrick,Ryan Patrick D,0.3706437776719566,1566035,1208,143766,6790
William Kerby,Luby William Kent,0.7749551199073019,1372183,1336,160734,4543
Jerome Antenen,Antenen Jerome Cedric,0.7451770000389613,1404405,1202,143108,10737
Kenneth Tassey Jr,Mason Kenneth T,0.9375818135976522,1473579,427,307206,53658
Marathon Partners Equity Management,Vista Equity Partners Management,0.550735293261908,1305637,1263,156973,5771
Kateryna Malenko,Chernenko Maryna,0.8372460790272753,1230524,444,287566,16752
Edward Jones,Edward Jones,0.0,1175151,188,105139,6547
Martin Bauer,Baumert Martin,0.8246424718578529,1611277,599,130668,1557
Kenneth Johnson,Johnson Kenneth,0.48131372037411774,1177135,628,312034,56871
John Runyan,Mann John Ryan,0.9318314808588983,880242,520,226780,1567
Matthew Briand,Matthew Brent,0.6401266363697594,1499717,501,285907,44620
Brigade Capital Management Lp,Brigade Capital Management Gp,0.46760748154633724,1387214,1319,144078,9812
Ryan Drexler,Drexler Thomas Alan,0.8520150577617276,1415684,346,319679,60022
Gregory Landry,Gregory Mary,0.6464611351301196,52988,777,152776,6825
Philip Anderson,Anderson Philip,0.49024317160465075,1383154,265,175475,9068
Brian Hughs,Hughson Heather,0.7867722079381356,1102392,324,175272,32364
John Van Heuvelen,Van Den Heuvel Olaf,0.8195348579693573,15615,815,289505,17839
James Zemlyak,Zemlyak James Mark,0.5801678381944152,720672,121,28218,14254
Gennaro Pane,Fulvio Gennaro John,0.9853017421743652,1286181,400,40804,54728
Lloyd Lipsett,Metz Lloyd M,0.8623656697121285,1508782,535,160651,5656
William Callahan,Callahan William Alan,0.5136738518997476,1562107,726,153050,17849
Blake Fisher Jr,Fischer Blake,0.8007500766630729,1087934,615,169893,10899
Joseph Prueher,Kelleher Joseph John,0.9081600171276041,32604,687,311095,54480
Robert Sudack,Staudacher Robert Neal,0.9081069326471286,1410402,523,170170,43240
Scott Blandford,Bedford Scott Alan,0.7085994053375706,315038,128,163012,7399
Noel Guillama,Horel Guillaume,0.9226790689360821,1118847,718,149936,7889
Rodney Mckinley,Mckinley Robert,0.781108752483198,1453420,424,315547,61670
Josh Gottlieb,Gottlieb Jason A,0.8570551771072686,1321252,1266,150114,5247
Harvey Pitt,Harvey Mary A,0.8529245993767731,1272550,631,120805,22482
Marshall Wace Gp,Marshall Wace,0.5121114651734401,1552909,1176,135902,15008
H Clarke,Clavin John Clarke,0.9002098252788422,1316644,1298,169258,3431
Brian Bruce,Bruce Brian,0.2726705293942761,1415345,95,145078,11590
Leonard Garcia,Leonard Gary Allan,0.7986642355427198,1425808,772,162016,31634
Frederick Gluck,Gluck Andrew,0.8441778082800805,1445789,807,315806,57143
James Ahlers,Ahn James,0.8146780823917077,1086688,1204,284990,17035
Richard Gersten,Gersten Richard David,0.6742834539062538,791770,448,311728,56473
Narendra Pathipati,Natia ,0.9653859493851674,1283950,1247,161213,13404
Stuart Smith,Stuart Smith,0.0,1507605,661,304988,50252
John Fieldly,Field John Eric,0.8943361896415484,1341766,257,1254,6848
Sidney Kirschner,Kirschner Lisa,0.9067784474724488,95574,709,153577,13895
Tony Scavuzzo,Scavuzzo Paul Joseph,0.7636783582814962,99771,684,151742,41743
Scott Mathis,Scott Mark,0.7455240749946065,1559998,1195,316443,58641
Richard Renton,Horton Richard Reeder,0.7552175363336465,1569329,505,130449,5611
Derek Ciernia,Ciernia Derek Michael,0.6108309640518371,900973,447,106940,3500
Matthew Rowland,Marino Matthew Rowland,0.5077087218617863,1513965,306,288758,17485
Matt Colbert,Matt Albert Chapel,0.8204881694378545,1375618,720,145186,1233
Noel Langlois,Langlois Michael Arthur,0.9373290379750112,1161973,553,123877,34338
Elizabeth Ryba,Ryberg Erica Elizabeth,0.7602700368119911,1301991,634,285039,43746
Alon Dayan,Daya Darshan,0.90641090674542,797542,156,298759,48279
Lee Bocker,Bocker Lee Edward,0.7749588447999071,1557667,1189,305652,50912
Patrick Oneil,Oneill Brian Patrick,0.7209992321468708,1662524,382,151675,2880
David Weild Iv,Goldstein David Ives,0.8464102711877005,1624326,298,170562,16249
Yigal Brosh,Brosh Yigal,0.5692238541972441,1419582,347,114642,348
Jeffrey Weiland,Weiand Jeffrey Alan,0.5838670952317954,1528760,433,110744,15112
D Marsh,Marshall Marsh S,0.8788866794583627,1308027,635,298876,49241
Boston Common Asset Management,Solomon Asset Management,0.7266526592203135,1365067,1302,170675,11981
Kenneth Potashner,Hersh Kenneth Asher,0.9359011814390376,1493761,691,287944,17692
R Teague,Teague David M,0.8906038215348319,3570,541,282512,13341
Theresa Bone,James Theresa J,0.8960921482805521,33213,829,110518,1862
Robert Meyer,Meyer Robert Monk,0.5882162790304262,1599117,296,162210,12182
Robert Turner,Nayden Robert Turner,0.6704973562982698,1084384,322,305092,51013
Ronald Bucchi,Bucci Ronald Joseph,0.8175306751604564,1325964,568,115060,10283
Mike Scott,Sheets Mike Scott,0.6810701744969,1514732,666,279037,29593
David Hornik,Hornik David,0.5273426328216875,1517413,1139,160586,5807
Daniel Kerker,Parker Daniel Jason,0.8535943396579022,1134765,624,109570,10710
Marc Dumont,Kelly Marc Duane,0.9479124512666656,357108,547,111007,9235
Yuzhen Wu,,1.0,1388311,1212,316652,57985
Alan Cohen,Cohen Alan,0.42136402954361285,886982,100,170682,6138
Ali Balaban,Balaban Eric,0.867325140125218,1543272,668,307187,51989
Murray Jones,Murray Jay,0.6474171919224331,1301206,633,306419,51480
Damon Cuzick,,1.0,728447,677,316652,57985
Rosemoor Capital Gp,Sanoor Capital Gp,0.7009877993479965,1522447,1144,282590,2415
Robert Gavin,Danaher Gavin Robert,0.7117014418408178,1531230,740,161228,4255
Alex Cunningham,Cunningham Jason Allen,0.8192388313605968,811222,158,174387,14302
Richard Rogers,Rogers Richard Patrick,0.6163625962070599,1568385,375,165699,14525
Rodney Dillman,Diller Rodney D,0.6096112099356774,1538217,283,105675,6438
Peter Benstock,Stocker Peter,0.8221117290312495,95574,709,155003,1116
Seamus Lagan,,0.9999999999999999,931059,455,316652,57985
Laird Cagan,Baird James Carl,0.9896135021897704,1422109,419,166418,5497
David Epstein,Epstein Charles David,0.6515164417610059,1404943,575,118141,38931
David Siegfried,Huhn Siegfried R,0.7045141091525738,1514732,666,125399,39768
Mark Fisher,Fisher Mark,0.5922779553615204,720672,121,793,4379
Brian John,Dorn John Brian,0.6775543007352849,885475,521,110517,42892
Harvey Klebanoff,,1.0000000000000002,1574186,506,316652,57985
Matthew Hart,Kather Matthew H,0.7164817161370022,1464790,98,287539,44422
Pierre Leignadier,Ramadier Pierre Edouard,0.9664142125913726,1424640,524,29357,2568
Kenton Chickering,Pickering Christine L,0.9909573563644768,1085254,463,318918,59220
C Eric Winzer,Peters C Eric,0.9600990830224575,1293818,754,167835,7177
Denzil Boschat,Boschat Denzil Maurice,0.6242054620271826,1428441,1351,140659,8963
