fund,matched_fund,fund_confidence,cik_no_fund,form_d_fund_id,crd_no_fund,form_adv_fund_id
Be Climbing,Climbing Rose Partners,0.8605803190356784,1848573,107777,290028,
Invesco Venture Alpha Fund Ii,Invesco Venture Alpha Fund Ii,0.0,1818096,87611,107584,3412.0
Moka Fund,The Moka Fund,0.5850268585871752,1747907,57352,141335,
Black Diamond,Black Diamond,0.0,1460866,31901,118156,807.0
Woodwardside Royal Oak,Woodside Fund V,0.949310552752739,1835100,96519,162280,
Artisan Focus Dynamic Equity Select,Artisan Focus Dynamic Equity Select,1.0536712127723509e-08,1840531,100116,107738,259.0
Mirelf Viii Reit,Mirelf Vi Retail Investment,0.8566565720161712,1908628,144052,158165,5298.0
Berkeley Road Wc Funding Spv ,Berkeley Road Wc Funding Spv ,1.4901161193847656e-08,1853715,108050,143149,32543.0
Fund I A Series Of Incisive Ventures Access Fund,Ma Fund I A Series Of Incisive Ventures,0.5508848585146063,1876731,121554,315572,
Merchants Bancorp,Merchants Park,0.8453195220027452,1629019,36285,299345,
Adelphi Europe Long Only Fund,Adelphi Europe Long Only Master Fund Limited,0.521350096626343,1599929,54012,160895,141930.0
Clara Holdings,Ma Holdings,0.6279489371463658,1869202,126465,300773,
Gales Financial,Gator Financial Partners,0.7476401542949678,1824822,91130,147067,6015.0
Primetime Holdings,Prime Holdings,0.4211051101054492,1853363,108012,169651,
Quavo,Quants Fund,0.9571871213730067,1890909,130752,153124,
Mak Gaingels Fund I A Series Of Zachary Ginsburg Funds,Mak Gaingels Fund I A Series Of Zachary Ginsburg Funds,1.4901161193847656e-08,1878970,122903,298061,
Trinitas Delta Fund,Delphi Delta Fund,0.8886271655208011,1855554,110562,137697,13244.0
Gdcv Iii Arapahoe Square Reit,,1.0,1835168,96621,167212,3656.0
Discovery Global Beacon Partners,Discovery Global Beacon Partners,1.4901161193847656e-08,1727226,41011,161263,190.0
Kadabra,Kadiv,0.9503215556767002,1739902,109902,104536,982.0
Global Stor Real Estate Fund,Global Real Estate Fund,0.4248792747270797,1830332,94717,147277,21953.0
Pointer Cs Partners,Sears Point Partners,0.7797184025802426,1830225,93687,286530,
Highland Capital Management Institutional Fund Ii,Highland Capital Management Institutional Fund Ii,0.0,1667890,37721,317825,
Flowaste,Flow State Master Fund,0.8908867464963481,1834831,96721,318195,
A Plus Fund,Andes Plus Fund I,0.7158378000861625,1526713,33336,309838,
Pa Fund I A Series Of Mint By Dvc,Pa Fund I A Series Of Mint By Dvc,0.0,1875350,120715,297291,
 E Pecan,E  Fund,0.9819098007051874,1863980,118345,291870,
Stonepeak Global Renewables Access Fund,Stonepeak Global Renewables Fund,0.42785044892387514,1870550,118699,159699,13709.0
Greenbrier Partners,Greenbrier Partners,1.4901161193847656e-08,905770,13074,160830,4307.0
D Investment Fund , Investment Fund,0.650983904866905,1834513,96282,170766,
Gcm Grosvenor Special Opportunities Fund,Gcm Grosvenor Special Opportunities Fund,0.0,1703761,69253,158645,4178.0
Rc ,Rc V,0.3531876865742652,1665598,124058,793,382.0
Fc Grand Rapids Mi Investors Dst,Fci Investors Iv D,0.9884845901855308,1820388,87922,143161,8280.0
Asymmetria Investors Iii Dealer Solutions Ps,Asymmetria Investors Ii Series ,0.76528827790056,1885486,127167,173214,
Datch,Watch Invest,0.9685439129889227,1815867,84938,281872,
Gatewood Capital Opportunity Fund Il Cayman,Gatewood Capital Opportunity Fund Cayman,0.3499063083350108,1832797,96694,282128,
Ahp Fund Ii,Ahp Fund Ii,2.1073424255447017e-08,1836940,98054,128132,3665.0
Baron Emerging Markets Fund,Baron Emerging Markets Fund,0.0,1682136,54189,110791,
Broadcrest Committed Capital Fund,Broadcrest Committed Capital Fund,0.0,1824102,91554,287590,105012.0
Cello Fixed Income Fund,Cello Fixed Income Master Fund,0.40043235469587163,1479967,32317,160398,142178.0
Mdm Syndicate Savage Games A Series Of Assure Labs ,Assure Syndicates  A Series Of Assure Syndicates Master,0.8182537882290952,1832073,99211,317795,
Edge Defi Offshore Fund,Edge Defi Offshore Fund,1.4901161193847656e-08,1888787,129226,316894,
Siena Capital Partners Accredited,Siena Capital Partners Accredited,1.4901161193847656e-08,1451701,65027,162073,6399.0
Openview Venture Partners Vii,Openview Venture Partners Vi,0.19048734514317472,1905155,141700,162558,
Fi Fund I A Series Of Roll Up Vehicles,Al Fund I A Series Of Fin,0.9517368402501568,1923907,165003,161526,
Emf Fort Myers Ii,Virtus Myers Investment Fund,0.9671365202961819,1898821,135885,164146,
Vivace Therapeutics,Gmag Therapeutics Fund,0.8020880586651455,1630575,98133,313456,
Impala Resource Fund,Impala Resource Master Fund,0.43012250683685127,1681540,55009,138752,2635.0
Lowell Capital Value Partners,Lowell Capital Value Partners,1.0536712127723509e-08,1708258,39801,286349,142647.0
Pinewood Park Investors,Crestwood Investors,0.8967576660397689,1860285,110813,166201,
Gr Fund I A Series Of Moringa Capital Master,Ma Fund I A Series Of Moving Capital,0.6670495388895469,1876212,121221,322083,
Edgestream Sumatra Fund,Edgestream Sumatra Fund,0.0,1216946,58386,166338,
Roers Maple Grove Apartments,Maples Investments,0.9916610074029689,1851346,106976,160983,
Tac Gaingels Fund I A Series Of Angellist Gp Funds I,Tac Gaingels Fund I A Series Of Angellist Gp Funds I,0.0,1860648,110927,298153,
 North Latitude Fund, North Latitude Master Fund,0.44917861992039554,1652261,58442,160843,4106.0
Daasity Series Seed I Spv A Series Of Pari Passu Master,Here Seed Spv A Series Of Fiat Ventures Master Series I,0.8136578690624651,1845348,104812,306829,
Towle Capital Partners,Towle Capital Partners,2.1073424255447017e-08,1143057,59322,110862,2637.0
Cp Yield Fund,Cp Yield Fund,1.0536712127723509e-08,1835309,97095,156225,
Evolution Credit Partners Finance I C Pool Ii,Evolution Credit Partners Trade Finance,0.6748853641764755,1830024,93391,292216,
Ces Properties Fund Xviii Shoreline,Ares Xviii Clo,0.9755157725690609,1884875,126565,130074,2887.0
Kct Bitfury Investment,Kct Bitfury Investment Spv,0.36299501983359467,1878900,122887,315511,
S Capital Ii Pf,S Capital Ii Pf,1.0536712127723509e-08,1815671,86987,308993,
Er F Ventures Ii Cv,F Ventures,0.7973262118814884,1850999,106585,298779,
Ht Naturals, Nar,0.9975002385377215,1837254,155241,160068,
Sarona Global Growth Markets Pe Fund  B,Sarona Global Growth Markets Pe Fund  B,0.0,1786154,56305,160963,
Whi Multi Strategy Fund,Whi Multi Strategy Fund,0.0,1475723,71045,108353,2289.0
Covalis Capital Tactical Opportunities Fund,Covalis Capital Tactical Opportunities Master Fund Limited,0.5057790643067103,1865212,154990,311614,122585.0
Tecp ,Tecp I,0.19768152671068767,1950553,171732,322799,
Basswood Spv I,Basswood Investment Fund Spc,0.7018385426417136,1793670,64835,138032,2482.0
Floating Castle Fund,Floating Castle Fund,2.1073424255447017e-08,1878105,122844,316231,
Corrum Capital Aviation Opportunities Iv,Corrum Capital Aviation Opportunities Iv,0.0,1840823,107326,168693,
Udda,Udine Way,0.948934256226024,1832024,94830,112337,2568.0
Elevation Oncology,Elevation Partners,0.8890539366810722,1783032,53535,160917,6692.0
Oceansound Partners Invest Ii Series B,Oceansound Partners Invest Ii Series B,0.0,1886456,127782,300935,
Sp Fund I A Series Of Flucas Ventures,Fund I A Series Of Flucas Ventures,0.2934339207667764,1868157,116494,316149,
Magnetic Ventures Fund Ii,Magnetic Ventures Fund Ii,1.4901161193847656e-08,1915541,150787,313974,
Oss Capital,Oss Capital,1.0536712127723509e-08,1752396,110502,314805,
Air A Series Of Humanity Equity,Pa Mac Fund Ais Equity Series,0.9567385936815997,1846320,107468,105981,
Traverse Vascular,Traverse Venture Fund,0.9744403401962453,1837370,98238,283089,
Pacific Life Insurance,Pacific Fund I,0.8658545235624482,1080429,13172,106229,2176.0
Click Deal Buy!,,1.0,1629235,36296,167212,3656.0
Dk Strategic Yield Us Fund Limited Partnership,Dk Strategic Yield Master Fund,0.7131060222915184,1528239,55464,149155,
Cortex Technology Capital Series Fund,Cortex Technology Capital Series Fund,1.4901161193847656e-08,1864272,119590,314121,
Continuum Analytics,Continuum Partners,0.7909009836023009,1538860,115282,130007,2982.0
Sylebra Capital Partners Offshore,Sylebra Capital Partners Master Fund,0.6899536329305377,1644944,36915,160597,502.0
Exo Imaging,Imagine Ventures I,0.9768049470742023,1696992,39018,319413,
Powerhouse Capital I,Powerhouse Capital I,1.4901161193847656e-08,1828838,93830,312252,
Bw Colson Invest,Bw Colson Invest,0.0,1848315,106070,162475,
Coyote Capital Iii,Coyote ,0.633041426975586,1840871,100510,160313,
Namaste Solar Electric,Prime Electric,0.9294711710136209,1476159,96346,159971,
Intershunt Technologies,Janvest Technologies,0.7635468552042473,1838792,99141,307760,
Spoke Timber Ridge Apartments,Ridge Investments ,0.9883427611883914,1843435,102219,315057,
Inspired Life Medical,Lifeforce Chs Management One Medical Lifehealthcare,0.9508241641737796,1782689,53393,282550,
Garden Technologies,Janvest Technologies,0.7384656000616315,1749012,148476,307760,
Marvin Behavioral Health,Vca Behavioral Healthcare Partnership,0.8297799462072555,1851001,106838,281875,
Brighter Financial,Eight Bar Financial Partners,0.8045236741870386,1791768,62648,281519,
Su Fund Ii A Series Of Shrug Capital,Su Fund Ii A Series Of Shrug Capital,0.0,1876294,121261,313323,
Orkila Growth Fund Iv,Orkila Growth Fund I,0.2408810237079545,1914813,150628,171242,
Brick Mortar Ventures Spv Ii,Brick & Mortar Ventures Spv Ii,0.4484469439039067,1824369,93123,292884,
Rimrock Low Volatility Qp Cayman Fund,Rimrock Low Volatility Master Fund,0.6463428873874153,1539002,68417,120410,438.0
Passco Collins Dst,Massive Ds I,0.993266959828564,1871301,119617,312781,
Great Lakes Fund Ii,Great Lakes Fund Ii,0.0,1807481,79552,106466,10089.0
Tmg Associates Llp,Tmp Associates,0.8047843705173942,1841416,100681,162085,
Bergeys,Berkeley Catalyst Fund I,0.9740821043149626,1345560,117777,288108,
North Haven Falcon Invest Aggregator,North Haven Falcon Invest Aggregator,0.0,1863214,112369,147521,7584.0
Commonfund Capital Investment Opportunities Iii,Commonfund Capital Investment Opportunities Iii,0.0,1803333,76144,110657,
Axonic Structured Opportunities Overseas Fund,Axonic Structured Opportunity Master Fund,0.5905939060430239,1818351,128237,159518,17767.0
Great North Capital Fund Ii,Great North Capital Fund Ii,0.0,1849375,107907,316159,
Fq Global Diversified Macro Fund,Fq Global Diversified Macro Master Fund,0.30252210785067024,1793751,91542,106698,897.0
Little Engine Ventures Fund ,Atlas Venture Entrepreneurs Fund Vi,0.9423267598373323,1677506,88059,162935,101661.0
We Fund I A Series Of Moving Capital,Fund I A Series Of Moving Capital,0.34735996637781746,1928229,159508,322083,
Footprint Portland,Footprints Partners,0.7542399604431281,1830750,94498,128040,6856.0
Geltech Solutions,Monarch Alternative Solutions Master Fund,0.9075156800662099,1403676,30873,159465,3227.0
Lohmiller Enterprises,Moser Enterprises,0.8872559134516955,1931908,160004,108275,
Rochester Mn Senior Living Dst,Altera Senior Living ,0.97255626041319,1922643,156047,287467,
Chisago Bungalows,,1.0,1827708,92007,167212,3656.0
Sca Grove Place, Grove,0.8965165071654948,1830186,94908,301237,
Green Scientific Labs,Grit Labs Venture Fund I,0.95437238584181,1851458,106867,304305,
Ivy Cic Holdings, Holdings Iv,0.8033932086269485,1844694,102437,162351,
Cougar Minerals,Cougar Fund,0.762068425230311,1598773,99981,108847,2820.0
Moku Foods,,1.0,1783532,53714,167212,3656.0
Hambletonian Partners,Hamilton Partners,0.9002773521146076,909403,27259,161233,146016.0
Altera Private Credit  Pa,Altera Private Credit  Pa,0.0,1918392,151088,287467,
International Infrastructure Finance Feeder Iii,International Infrastructure Finance Company Iii,0.5705266337309419,1821497,88590,308098,
Merit Hill Holdings Reit Ii,Britton Hill Holdings I,0.7752358888475417,1835892,97509,171864,
Lost River Mining,King River Fund,0.9745681723348742,1883196,125936,317361,
Alpine Summit Energy Partners,Energy Capital Partners Ii Summit Invest,0.6861459194375482,1882607,126235,155020,6188.0
Sf A Series Of Vedic Equity Partners,Sf Equity Partners,0.6865355221491645,1832070,97284,162396,
Ncp Rs Aggregator,Ncp Rs Aggregator,0.0,1837670,98261,293803,
Crosswind Mortgage Reit,Crosswinds Re,0.7962862290905779,1802561,74723,174289,
 West Missouri Avenue,Welch Missouri ,0.9137974872124273,1832988,95308,306905,
Be Fund I A Series Of Roll Up Vehicles,Up Fund I A Series Of Red Beard Vc,0.8996454131474835,1893482,132484,319144,
Dreplayinc,,0.9999999999999999,1716423,91293,167212,3656.0
Eagle Venture Fund Ii,Eagle Venture Fund Ii,1.4901161193847656e-08,1828568,92908,299541,
Juggernaut Bch Coinvestment,Juggernaut Bch Coinvestment,0.0,1826664,93274,160623,
Hello Hazel,Gazelle Fund,0.8762180686606612,1791792,63844,284573,
Er Fund Ii A Series Of Array Ventures Parallel Funds,Relay Ventures Parallel Fund Ii,0.844764049940945,1851705,107100,283501,
Modernizing Medicine,,0.9999999999999999,1491798,147550,167212,3656.0
Invesco Fixed Income Trust Invesco High Quality Mortgage Backed Securities Fund,Invesco Fixed Income Trust Invesco High Quality Mortgage Backed Securities Fund,0.0,1748677,66701,105360,105.0
Signalfire Opportunities Fund Series ,Signalfire Opportunities Fund Series ,0.0,1854912,108840,194512,
Algonquin Cross Path Development,The Algonquin Fund,0.8925951121158153,1861658,112091,114021,
Rosie Applications,Application A,0.6776368042121561,1716650,102460,301196,
Gamalon,Gamma,0.772376561273294,1685076,117814,169380,
Beq Gaingels Fund I A Series Of Angellist Gp Funds I,Beq Gaingels Fund I A Series Of Angellist Gp Funds I,0.0,1875111,120474,298153,
Bbtt Manager,,1.0,1867390,126464,167212,3656.0
Fund Fg Tqy A Series Of Forge Investments,Fg Tqy A Series Of Forge Investments,0.1694011802743078,1763647,44195,284722,
Carstensz Tidewater Fund I,Insz Spv,0.9475643776860634,1862918,112312,162554,
Laughing Water Capital Ii,Laughing Water Capital Ii,2.5809568279517847e-08,1859070,109884,313151,
Summit Structures,Summit Ventures V,0.8506821017695749,1931173,159222,135271,2990.0
Vo Fund Ii A Series Of Better Capital,Fund I A Series Of Gutter Capital,0.8379965304084674,1863847,112697,320795,
Angellist Access Fund C,Angellist Access Fund A,0.2263061280735539,1948317,172373,288220,
Math Talk Pbc,,1.0,1781502,52750,167212,3656.0
Cashflow Capital,Engine Airflow Capital,0.9573024937687655,1899801,150599,168315,520.0
Yor Labs,Av Labs,0.8683812697931437,1715843,40301,160118,7632.0
Ht Consultants,Consulta Master Fund,0.9517728928179388,1834211,96892,318927,
Buckley Plcr Bii Spv,Buckley Plcr Bii Spv,0.0,1889307,132202,308885,
Pf Block  Fund Office Retail Residential A Series Of Pf Capital Fund,In Fund I A Series Of Pf Al,0.9114374276689114,1934484,171756,293424,
Okeanos Holdings,Okeanos Investors,0.8038253071090878,1818685,87087,309986,
Pathstone Pma ,Pathstone Pma ,0.0,1872603,120387,151736,
Oasis Kc Apartments,Jvm Realty Kc Apartment Fund,0.9427095640322454,1919116,151489,170207,
Us Large Cap   Fund,Us Large Cap   Fund,0.0,1459646,62963,107038,55.0
Brooklyn Arms Apartments,Brooklyn Bridge Ventures Fund Ii A,0.9160144670761713,1898637,136274,166274,
Ge Fund I A Series Of Red Beard Vc,Ge Fund I A Series Of Red Beard Vc,0.0,1859130,110206,319144,
Brigade Leveraged Capital Structures Offshore,Brigade Leveraged Capital Structures Offshore,1.4901161193847656e-08,1387215,68752,144078,3183.0
Oca Ortf Iib,Oca Orc,0.792389646115473,1945514,172135,144474,7907.0
Bg Llh Intermediate,Gplp Principals Bg Llh,0.9759991055177122,1810021,81249,139856,6864.0
Wvp Al Idf,Wvp Al Idf,0.0,1680148,56634,168610,533.0
Fhm Claridge Partners,Clarity Partners,0.9820719653348341,1829198,93013,161692,
Blueprint Oz Fund,Blue Field Oz Fund,0.7714109843198406,1818579,86857,311837,
Ash V,Ash Digital V,0.8793712695224868,1888455,130074,322109,
Fund I A Series Of Deploy Capital,Noy Fund I A Series Of Climate Capital Deals,0.773835269125948,1834730,96315,297291,
H D Investors Fund,H D Investors Fund,0.0,1618556,57579,158187,3745.0
Acmefog Commerce,Commerce Ventures,0.9683933348676357,1873215,119861,167328,
Crcm Institutional Fund Bvi,Crcm Institutional Master Fund Bvi,0.37303810935534915,1470839,55271,160976,4485.0
Woodbourne Canada Partners V Int,Woodbourne Canada Partners V Int,0.0,1875508,120860,143980,
Dash Hospitality Concepts,Dauntless Capital Hospitality Fund Ii,0.9485709046823904,1829554,93640,322380,
Arix Technologies,Felix Financial Technologies,0.7193637585960595,1742368,90292,321099,
Fulton Advisory Beef Fund I, Advisors ,0.925477110075868,1939679,165087,301237,
Onex Baltimore Management, Management,0.8984504562003383,1899863,136561,309414,
Sa Investments,Sage Investments,0.5787862680989552,1773993,48792,283119,
Majorclarity,Sajor Master Fund,0.910030598481592,1825700,91954,283686,
Intrinsic Edge Market Neutral Offshore,Intrinsic Edge Market Neutral Offshore,1.8250120749944284e-08,1713805,54041,285034,6217.0
Ut Fund I A Series Of Sunflower Venture Funds,Uti Fund I A Series Of Mv Funds,0.8498173247799633,1893623,132502,311231,
Pv Whoop,Pv Whoop,0.0,1830994,94248,307826,
Opa Cleared Final Spv,Cl Spv,0.9391986478722443,1863866,115595,283031,
Mesh Digital Services,Ash Digital V,0.8647387505365313,1951732,172530,322109,
Ordinary B,Ordinary B,1.0536712127723509e-08,1874725,120824,309415,
Ki Fund I A Series Of Angellist Quant Fund Direct Investments, Fund I A Series Of Angellist Funds,0.8089953968338659,1899367,136113,167700,
Wil Strategic Partners Ii,Wil Strategic Partners Ii,0.0,1905782,141720,170737,145534.0
Permian Iii  Invest,Permian Iii  Invest,0.0,1838016,98734,288820,
Axinfra Us Iii,Axinfra Us Iii,0.0,1884031,126794,286454,
Waterland Strategic Opportunities Fund I Cv,Waterland Strategic Opportunities Fund I Cv,2.5809568279517847e-08,1853777,108053,161877,
Centerclip,,1.0,1918737,151271,167212,3656.0
Prescient Capital Alternative Fixed Income Fund,Prescient Capital Alternative Fixed Income Fund,0.0,1647915,37023,309243,
Stoicheia,Kairos Stoicheia Spv,0.8211121606985157,1843720,102948,281869,
Torii, Top,0.9761091829879924,1735238,41787,160068,
Trss A Series Of Equitybee Employees Relief Fund,Trss A Series Of Equitybee Employees Relief Fund,2.1073424255447017e-08,1866979,126013,309297,
Evergreen Partners Healthcare Fund I,Healthcare Partners  Fund,0.7033066176326476,1825235,104739,285067,
Axtria,Axton Holdings,0.9992912935906073,1490702,111884,309528,88082.0
