,form_d_fund_id,cik_no_fund,fund,form_adv_fund_id,crd_no_fund,matched_fund,fund_confidence,form_adv_firm_id,crd_no_firm,matched_firm,firm_confidence,related_partners,direct_owners_firm,owners_firm_ratio,direct_owners_fund,owners_fund_ratio
3731,22660,1084267,Ace Marketing Promotions,3656.0,167212,,1.0,,108401,S,1.0,Paul Bauersfeld,Sherman Mark Douglas,0.286,Siegel Bruce Alan,0.375
3732,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Marvin Ingelman,Sherman Mark Douglas,0.4,Kudu Investment Management,0.39
3733,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Nathaniel Bradley,Sherman Mark Douglas,0.324,Siegel Bruce Alan,0.412
3734,29109,1211805,My Size,3656.0,167212,,1.0,,114379,Dl Sizemore,0.921,Eli Walles,Sizemore Daniel Lewis,0.387,Palleschi Ralph Francis,0.364
3735,29109,1211805,My Size,3656.0,167212,,1.0,,114379,Dl Sizemore,0.921,Ronen Luzon,Sizemore Daniel Lewis,0.312,Rosenthal Robert Daniel,0.412
3736,25035,1605024,Tixfi,3656.0,167212,,1.0,,108401,S,1.0,Paula Martin,Sherman Mark Douglas,0.312,Palleschi Ralph Francis,0.4
3737,24986,1580149,Nanoantibiotics,3656.0,167212,,1.0,,108401,S,1.0,Jonathan Adams,Sherman Mark Douglas,0.353,Rosenthal Robert Daniel,0.378
3738,24986,1580149,Nanoantibiotics,3656.0,167212,,1.0,,108401,S,1.0,James Lang,Sherman Mark Douglas,0.267,Palleschi Ralph Francis,0.364
3739,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Jeffrey Ludwig,,0.0,Siegel Bruce Alan,0.258
3740,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Robert Schultz,,0.0,Rosenthal Robert Daniel,0.432
3741,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Jerry Mcdaniel,,0.0,Rosenthal Robert Daniel,0.432
3742,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Laurence Schiffer,,0.0,Juchem Stephen Joseph,0.368
3743,31534,1444307,Oncosec Medical,3656.0,167212,,1.0,,315941,Medici,0.972,Daniel Oconnor,Radsliff Elliot Foster,0.333,Siegel Bruce Alan,0.387
3744,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Thomas Shaw,,0.0,Juchem Stephen Joseph,0.312
3745,31534,1444307,Oncosec Medical,3656.0,167212,,1.0,,315941,Medici,0.972,Annalisa Jenkins,Radsliff Elliot Foster,0.316,Palleschi Ralph Francis,0.41
3746,31534,1444307,Oncosec Medical,3656.0,167212,,1.0,,315941,Medici,0.972,Anthony Maida,Murray Megan Kay,0.345,Rosenthal Robert Daniel,0.389
3747,31534,1444307,Oncosec Medical,3656.0,167212,,1.0,,315941,Medici,0.972,Avtar Dhillon,Radsliff Elliot Foster,0.286,Rosenthal Robert Daniel,0.389
3748,31534,1444307,Oncosec Medical,3656.0,167212,,1.0,,315941,Medici,0.972,James Demesa,Murray Megan Kay,0.286,Juchem Stephen Joseph,0.364
3749,31534,1444307,Oncosec Medical,3656.0,167212,,1.0,,315941,Medici,0.972,Punit Dhillon,Puplett Eliot Christian,0.444,Rosenthal Robert Daniel,0.333
3750,24939,1566610,Nfusz,3656.0,167212,,1.0,,136742,Nfi,0.983,Rory Cutaia,Rea Daniel Fredric,0.276,Rosenthal Robert Daniel,0.353
3751,24939,1566610,Nfusz,3656.0,167212,,1.0,,136742,Nfi,0.983,Michael Psomas,Rea Daniel Fredric,0.25,Palleschi Ralph Francis,0.378
3752,24939,1566610,Nfusz,3656.0,167212,,1.0,,136742,Nfi,0.983,James Geiskopf,Rea Daniel Fredric,0.312,Juchem Stephen Joseph,0.343
3753,31534,1444307,Oncosec Medical,3656.0,167212,,1.0,,315941,Medici,0.972,Richard Slansky,Radsliff Elliot Foster,0.324,Siegel Bruce Alan,0.375
3754,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Douglas Tucker,,0.0,Siegel Bruce Alan,0.387
3755,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,John Schultz,,0.0,Juchem Stephen Joseph,0.303
3756,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Dwight Miller,,0.0,Rosenthal Robert Daniel,0.278
3757,23491,1175151,Cytosorbents,3656.0,167212,,1.0,,108401,S,1.0,Edward Jones,Sherman Mark Douglas,0.312,Kudu Investment Us,0.333
3758,24986,1580149,Nanoantibiotics,3656.0,167212,,1.0,,108401,S,1.0,Rajah Menon,Sherman Mark Douglas,0.258,Juchem Stephen Joseph,0.312
3759,24986,1580149,Nanoantibiotics,3656.0,167212,,1.0,,108401,S,1.0,Cuong Do,Sherman Mark Douglas,0.286,Juchem Stephen Joseph,0.276
3760,24986,1580149,Nanoantibiotics,3656.0,167212,,1.0,,108401,S,1.0,Amrit Shahzad,Sherman Mark Douglas,0.242,Juchem Stephen Joseph,0.294
3761,23491,1175151,Cytosorbents,3656.0,167212,,1.0,,108401,S,1.0,Vincent Capponi,Sherman Mark Douglas,0.286,Siegel Bruce Alan,0.375
3762,23491,1175151,Cytosorbents,3656.0,167212,,1.0,,108401,S,1.0,Al Kraus,Sherman Mark Douglas,0.286,Palleschi Ralph Francis,0.323
3763,23491,1175151,Cytosorbents,3656.0,167212,,1.0,,108401,S,1.0,Kathleen Bloch,Sherman Mark Douglas,0.294,Juchem Stephen Joseph,0.4
3764,24986,1580149,Nanoantibiotics,3656.0,167212,,1.0,,108401,S,1.0,Elliot Ehrlich,Sherman Mark Douglas,0.176,Palleschi Ralph Francis,0.378
3765,24987,1580262,Healthtalk Live,3656.0,167212,,1.0,,321605,Healthtrend Capital,0.999,Daniel Crawford,Brinkman William Johann Henry,0.318,Siegel Bruce Alan,0.375
3766,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Jeffrey Mcdonnell,,0.0,Siegel Bruce Alan,0.353
3767,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Jeffrey Smith,,0.0,Juchem Stephen Joseph,0.353
3768,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Deborah Golden,,0.0,First Long Island Investor Holding,0.333
3769,29109,1211805,My Size,3656.0,167212,,1.0,,114379,Dl Sizemore,0.921,Arik Kaufman,Sizemore Daniel Lewis,0.242,Siegel Bruce Alan,0.345
3770,29109,1211805,My Size,3656.0,167212,,1.0,,114379,Dl Sizemore,0.921,Oren Elmaliah,Sizemore Daniel Lewis,0.353,Siegel Bruce Alan,0.333
3771,29109,1211805,My Size,3656.0,167212,,1.0,,114379,Dl Sizemore,0.921,Oron Branitzky,Sizemore Daniel Lewis,0.286,Rosenthal Robert Daniel,0.378
3772,24986,1580149,Nanoantibiotics,3656.0,167212,,1.0,,108401,S,1.0,Penelope Markham,Sherman Mark Douglas,0.444,Kudu Investment Management,0.381
3773,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Leon Holschbach,,0.0,Juchem Stephen Joseph,0.333
3774,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Sailesh Saxena,Sherman Mark Douglas,0.294,Siegel Bruce Alan,0.452
3775,25035,1605024,Tixfi,3656.0,167212,,1.0,,108401,S,1.0,Scott Abraham,Sherman Mark Douglas,0.242,Rosenthal Robert Daniel,0.333
3776,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Mark Goldberg,Sherman Mark Douglas,0.424,First Long Island Investor Holding,0.34
3777,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Anthony Williams,Sherman Mark Douglas,0.333,Rosenthal Robert Daniel,0.359
3778,21954,924642,Veriteq,3656.0,167212,,1.0,,108401,S,1.0,Shawn Wooden,Sherman Mark Douglas,0.375,Juchem Stephen Joseph,0.364
3779,21954,924642,Veriteq,3656.0,167212,,1.0,,108401,S,1.0,Randolph Geissler,Sherman Mark Douglas,0.27,Palleschi Ralph Francis,0.4
3780,24874,1537435,Tecogen,3656.0,167212,,1.0,,284678,Income Technologies,0.95,Benjamin Locke,Strub Benjamin,0.571,Juchem Stephen Joseph,0.343
3781,24874,1537435,Tecogen,3656.0,167212,,1.0,,284678,Income Technologies,0.95,Earl Lewis,Meyer Keith,0.381,Rosenthal Robert Daniel,0.303
3782,29109,1211805,My Size,3656.0,167212,,1.0,,114379,Dl Sizemore,0.921,Or Kles,Sizemore Daniel Lewis,0.357,Siegel Bruce Alan,0.25
3783,24874,1537435,Tecogen,3656.0,167212,,1.0,,284678,Income Technologies,0.95,Robert Panora,Walker Bradley David,0.303,Rosenthal Robert Daniel,0.5
3784,24436,1428397,Mimvi,3656.0,167212,,1.0,,293242,Omvest,0.934,Qayed Shareef,Hamilton John William,0.235,Juchem Stephen Joseph,0.353
3785,24874,1537435,Tecogen,3656.0,167212,,1.0,,284678,Income Technologies,0.95,Angelina Galiteva,Walker Bradley David,0.324,Siegel Bruce Alan,0.353
3786,24436,1428397,Mimvi,3656.0,167212,,1.0,,293242,Omvest,0.934,Michael Poutre,Hamilton John William,0.229,Siegel Bruce Alan,0.387
3787,24436,1428397,Mimvi,3656.0,167212,,1.0,,293242,Omvest,0.934,Kasian Franks,Hamilton John William,0.294,Palleschi Ralph Francis,0.556
3788,24339,1417028,Thermal Tennis,3656.0,167212,,1.0,,141355,The Financial Team,0.966,Robert Deller,Verduyn Maureen Linda,0.294,Rosenthal Robert Daniel,0.556
3789,25059,1619174,Moms Online,3656.0,167212,,1.0,,295555,Online Capital Management,0.965,Calvin Wong,,0.0,Rosenthal Robert Daniel,0.294
3790,25059,1619174,Moms Online,3656.0,167212,,1.0,,295555,Online Capital Management,0.965,Cherry Lu,,0.0,Rosenthal Robert Daniel,0.25
3791,25059,1619174,Moms Online,3656.0,167212,,1.0,,295555,Online Capital Management,0.965,Mingoo Ghim,,0.0,First Long Island Investor Holding,0.267
3792,25059,1619174,Moms Online,3656.0,167212,,1.0,,295555,Online Capital Management,0.965,Scott Lybbert,,0.0,Rosenthal Robert Daniel,0.389
3793,25044,1609139,Innerscope Advertising Agency,3656.0,167212,,1.0,,108401,S,1.0,Mark Moore,Sherman Mark Douglas,0.4,Rosenthal Robert Daniel,0.303
3794,24436,1428397,Mimvi,3656.0,167212,,1.0,,293242,Omvest,0.934,Kevin Conner,Hamilton John William,0.303,Rosenthal Robert Daniel,0.343
3795,24874,1537435,Tecogen,3656.0,167212,,1.0,,284678,Income Technologies,0.95,David Garrison,Walker Bradley David,0.294,Palleschi Ralph Francis,0.378
3796,21954,924642,Veriteq,3656.0,167212,,1.0,,108401,S,1.0,Lorraine Breece,Sherman Mark Douglas,0.286,Siegel Bruce Alan,0.438
3797,24874,1537435,Tecogen,3656.0,167212,,1.0,,284678,Income Technologies,0.95,Charles Maxwell,Walker Bradley David,0.343,Rosenthal Robert Daniel,0.421
3798,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Jay Kraemer,Sherman Mark Douglas,0.258,Rosenthal Robert Daniel,0.294
3799,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Marvin Slepian,Sherman Mark Douglas,0.353,Palleschi Ralph Francis,0.378
3800,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Hobart Brimingham Jr,Sherman Mark Douglas,0.25,First Long Island Investor Holding,0.296
3801,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,John Mackstaller,Sherman Mark Douglas,0.389,Rosenthal Robert Daniel,0.359
3802,24939,1566610,Nfusz,3656.0,167212,,1.0,,136742,Nfi,0.983,Peter Jensen,Rea Daniel Fredric,0.267,Juchem Stephen Joseph,0.424
3803,23491,1175151,Cytosorbents,3656.0,167212,,1.0,,108401,S,1.0,Joseph Rubin,Sherman Mark Douglas,0.188,Rosenthal Robert Daniel,0.457
3804,23491,1175151,Cytosorbents,3656.0,167212,,1.0,,108401,S,1.0,Phillip Chan,Sherman Mark Douglas,0.188,Palleschi Ralph Francis,0.457
3805,24890,1547355,Sichuan Leaders Petrochemical,3656.0,167212,,1.0,,108401,S,1.0,Yakang Ai,Sherman Mark Douglas,0.207,Rosenthal Robert Daniel,0.25
3806,24890,1547355,Sichuan Leaders Petrochemical,3656.0,167212,,1.0,,108401,S,1.0,Andy Fan,Sherman Mark Douglas,0.214,Rosenthal Robert Daniel,0.258
3807,35849,1613570,Wizrocket,3656.0,167212,,1.0,,284252,Provizr,0.822,Prashanth Prakash,Brilliant Alan Jason,0.432,Palleschi Ralph Francis,0.5
3808,35849,1613570,Wizrocket,3656.0,167212,,1.0,,284252,Provizr,0.822,Sunil Thomas,Kaplan Michael Truman,0.424,Siegel Bruce Alan,0.345
3809,35849,1613570,Wizrocket,3656.0,167212,,1.0,,284252,Provizr,0.822,Anand Jain,Brilliant Alan Jason,0.467,First Long Island Investor Holding,0.318
3810,35849,1613570,Wizrocket,3656.0,167212,,1.0,,284252,Provizr,0.822,Mohit Bhatnagar,Morman Stephen Marcus,0.389,Rosenthal Robert Daniel,0.316
3811,24874,1537435,Tecogen,3656.0,167212,,1.0,,284678,Income Technologies,0.95,Joseph Aoun,Phillips Vincent Joseph,0.353,Rosenthal Robert Daniel,0.412
3812,24874,1537435,Tecogen,3656.0,167212,,1.0,,284678,Income Technologies,0.95,John Hatsopoulos,Phillips Vincent Joseph,0.256,Juchem Stephen Joseph,0.378
3813,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Raymond Bernal,Sherman Mark Douglas,0.294,Rosenthal Robert Daniel,0.432
3814,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Joel Alvord,Sherman Mark Douglas,0.194,Siegel Bruce Alan,0.357
3815,23604,1269515,Micromed Cardiovascular,3656.0,167212,,1.0,,108401,S,1.0,Bryan Lynch,Sherman Mark Douglas,0.258,Siegel Bruce Alan,0.286
3816,32057,1466026,Midland States Bancorp,3656.0,167212,,1.0,,106519,Midland Advisors,0.903,Richard Ramos,,0.0,Rosenthal Robert Daniel,0.333
3817,25113,1675634,Shiftpixy,3656.0,167212,,1.0,,108401,S,1.0,Scott Absher,Sherman Mark Douglas,0.25,Rosenthal Robert Daniel,0.343
3818,22687,1085596,Angiogenex,3656.0,167212,,1.0,,108401,S,1.0,Michael Strage,Sherman Mark Douglas,0.294,Juchem Stephen Joseph,0.4
3819,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Thomas Fore,Knotts Debra Rae,0.37,Rosenthal Robert Daniel,0.353
3820,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,William Kerby,Levitt William Tobias,0.529,Palleschi Ralph Francis,0.333
3821,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Douglas Checkeris,Wells Douglas Allen,0.5,Palleschi Ralph Francis,0.35
3822,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Charles Pearlman,Sherman Mark Douglas,0.389,Palleschi Ralph Francis,0.462
3823,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Douglas Feirstein,Sherman Mark Douglas,0.378,Kudu Investment Us,0.4
3824,24885,1543272,Bullsnbearscom,3656.0,167212,,1.0,,108401,S,1.0,Nick Arroyo,Sherman Mark Douglas,0.194,Siegel Bruce Alan,0.286
3825,24885,1543272,Bullsnbearscom,3656.0,167212,,1.0,,108401,S,1.0,Daniel Masters,Sherman Mark Douglas,0.412,Kudu Investment Us,0.375
3826,24885,1543272,Bullsnbearscom,3656.0,167212,,1.0,,108401,S,1.0,Anthony Turnbull,Sherman Mark Douglas,0.333,Rosenthal Robert Daniel,0.359
3827,24885,1543272,Bullsnbearscom,3656.0,167212,,1.0,,108401,S,1.0,James Palladino,Sherman Mark Douglas,0.286,Palleschi Ralph Francis,0.421
3828,24885,1543272,Bullsnbearscom,3656.0,167212,,1.0,,108401,S,1.0,Ali Balaban,Sherman Mark Douglas,0.258,Siegel Bruce Alan,0.429
3829,21427,791770,Sequential Brands Group,3656.0,167212,,1.0,,298533,Sequentis Capital,0.888,Matthew Eby,Nagle Ryan T,0.348,Juchem Stephen Joseph,0.25
3830,21427,791770,Sequential Brands Group,3656.0,167212,,1.0,,298533,Sequentis Capital,0.888,Al Gossett,Nagle Ryan T,0.182,Rosenthal Robert Daniel,0.303
3831,21427,791770,Sequential Brands Group,3656.0,167212,,1.0,,298533,Sequentis Capital,0.888,Gary Klein,Nagle Ryan T,0.364,Palleschi Ralph Francis,0.303
3832,21427,791770,Sequential Brands Group,3656.0,167212,,1.0,,298533,Sequentis Capital,0.888,William Sweedler,Nagle Ryan T,0.214,Juchem Stephen Joseph,0.324
3833,21427,791770,Sequential Brands Group,3656.0,167212,,1.0,,298533,Sequentis Capital,0.888,Stewart Leonard Jr,Nagle Ryan T,0.267,First Long Island Investor Holding,0.385
3834,21427,791770,Sequential Brands Group,3656.0,167212,,1.0,,298533,Sequentis Capital,0.888,Yehuda Shmidman,Nagle Ryan T,0.296,Rosenthal Robert Daniel,0.316
3835,21427,791770,Sequential Brands Group,3656.0,167212,,1.0,,298533,Sequentis Capital,0.888,Gary Johnson,Nagle Ryan T,0.25,First Long Island Investor Holding,0.304
3836,23930,1350773,Kitara Media,3656.0,167212,,1.0,,308446,Media Wealth,0.908,Craig Dos Santos,Knight James Michael,0.333,Siegel Bruce Alan,0.364
3837,23930,1350773,Kitara Media,3656.0,167212,,1.0,,308446,Media Wealth,0.908,Limor Zabari,Spector Michael Edward,0.353,Rosenthal Robert Daniel,0.286
3838,23930,1350773,Kitara Media,3656.0,167212,,1.0,,308446,Media Wealth,0.908,Jeremy Zimmer,Spector Michael Edward,0.343,Juchem Stephen Joseph,0.294
3839,23930,1350773,Kitara Media,3656.0,167212,,1.0,,308446,Media Wealth,0.908,Robert Regular,Spector Michael Edward,0.389,Rosenthal Robert Daniel,0.486
3840,23930,1350773,Kitara Media,3656.0,167212,,1.0,,308446,Media Wealth,0.908,Jonathan Ledecky,Knight James Michael,0.278,Rosenthal Robert Daniel,0.41
3841,23930,1350773,Kitara Media,3656.0,167212,,1.0,,308446,Media Wealth,0.908,Sam Humphreys,Knight James Michael,0.303,Juchem Stephen Joseph,0.353
3842,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Christopher Cutchens,Bird John Quincy,0.333,Juchem Stephen Joseph,0.39
3843,23930,1350773,Kitara Media,3656.0,167212,,1.0,,308446,Media Wealth,0.908,Ben Lewis,Knight James Michael,0.276,Rosenthal Robert Daniel,0.312
3844,34180,1559998,Algodon Wines Luxury Development Group,3656.0,167212,,1.0,,167581,Development Group,0.918,Maria Echevarria,Marshall Melinda Meschter,0.488,Palleschi Ralph Francis,0.308
3845,34180,1559998,Algodon Wines Luxury Development Group,3656.0,167212,,1.0,,167581,Development Group,0.918,Scott Mathis,Zarzycki Stanislaw M,0.312,Rosenthal Robert Daniel,0.343
3846,34180,1559998,Algodon Wines Luxury Development Group,3656.0,167212,,1.0,,167581,Development Group,0.918,Peter Lawrence,Marshall Kenneth Carsten,0.368,Rosenthal Robert Daniel,0.432
3847,34180,1559998,Algodon Wines Luxury Development Group,3656.0,167212,,1.0,,167581,Development Group,0.918,Julian Beale,Marshall Melinda Meschter,0.324,Siegel Bruce Alan,0.345
3848,24692,1492850,Suja Minerals,3656.0,167212,,1.0,,113423,Hinduja Capital Advisors,0.959,Matt Reams,,0.0,Rosenthal Robert Daniel,0.303
3849,21427,791770,Sequential Brands Group,3656.0,167212,,1.0,,298533,Sequentis Capital,0.888,Richard Gersten,Nagle Ryan T,0.222,Kudu Investment Us,0.424
3850,24457,1432150,Gigoptix,3656.0,167212,,1.0,,108401,S,1.0,Kimberly Trapp,Sherman Mark Douglas,0.294,Siegel Bruce Alan,0.387
3851,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Pat Lavecchia,Bernhard Elizabeth Ada,0.343,Palleschi Ralph Francis,0.389
3852,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Keith White,Levitt William Tobias,0.375,Rosenthal Robert Daniel,0.353
3853,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Donald Monaco,Woolf Mason Laird,0.467,Rosenthal Robert Daniel,0.389
3854,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Nikhil Raman,Sherman Mark Douglas,0.25,Palleschi Ralph Francis,0.4
3855,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Scott Frohman,Sherman Mark Douglas,0.303,Rosenthal Robert Daniel,0.333
3856,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Daniel Brauser,Sherman Mark Douglas,0.353,Siegel Bruce Alan,0.516
3857,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Jason Rubin,Sherman Mark Douglas,0.258,Rosenthal Robert Daniel,0.353
3858,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Grant Fitzwilliam,Sherman Mark Douglas,0.324,Rosenthal Robert Daniel,0.3
3859,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Amitabh Jhawar,Sherman Mark Douglas,0.294,Juchem Stephen Joseph,0.343
3860,25916,46765,Helmerich Payne,3656.0,167212,,1.0,,105904,Payne Wealth Partners,0.987,John Bell,Moore Nathan Perry,0.37,Juchem Stephen Joseph,0.333
3861,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Michael Brachfeld,Sherman Mark Douglas,0.27,Siegel Bruce Alan,0.529
3862,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Peter Benz,Sherman Mark Douglas,0.2,Siegel Bruce Alan,0.444
3863,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Michael Brauser,Sherman Mark Douglas,0.343,Siegel Bruce Alan,0.5
3864,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Brian Tepfer,Sherman Mark Douglas,0.312,Siegel Bruce Alan,0.276
3865,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Jennifer Calabrese,Sherman Mark Douglas,0.368,Siegel Bruce Alan,0.343
3866,21327,748268,Timefirevr,3656.0,167212,,1.0,,108401,S,1.0,Jessica Smith,Sherman Mark Douglas,0.182,Juchem Stephen Joseph,0.353
3867,21327,748268,Timefirevr,3656.0,167212,,1.0,,108401,S,1.0,Jonathan Read,Sherman Mark Douglas,0.303,Rosenthal Robert Daniel,0.5
3868,23607,1271075,Usellcom,3656.0,167212,,1.0,,108401,S,1.0,Chuck Wallace,Sherman Mark Douglas,0.303,Siegel Bruce Alan,0.333
3869,24457,1432150,Gigoptix,3656.0,167212,,1.0,,108401,S,1.0,Julie Tipton,Sherman Mark Douglas,0.188,Juchem Stephen Joseph,0.364
3870,25916,46765,Helmerich Payne,3656.0,167212,,1.0,,105904,Payne Wealth Partners,0.987,Jose Mas,Moore Nathan Perry,0.308,Rosenthal Robert Daniel,0.323
3871,25916,46765,Helmerich Payne,3656.0,167212,,1.0,,105904,Payne Wealth Partners,0.987,Kevin Cramton,Moore Nathan Perry,0.323,Kudu Investment Management,0.359
3872,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Michael Ogorman,Wells Douglas Allen,0.353,Siegel Bruce Alan,0.438
3873,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Anshu Bhatnagar,Bernhard Elizabeth Ada,0.324,Kudu Investment Management,0.341
3874,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Alex Aliksanyan,Levitt William Tobias,0.333,Siegel Bruce Alan,0.438
3875,24449,1430523,Realbiz Media Group,3656.0,167212,,1.0,556.0,105957,Albion Financial Group,0.99,Thomas Grbelja,Bernhard Elizabeth Ada,0.333,Rosenthal Robert Daniel,0.324
